datetime_utc,elapsed_s,window_s,centroid_cs,delta_pct,counts_in_window,total_counts,status
2026-07-03T15:21:15.784516+00:00,23160.389117299987,60,1434.4118725690034,-0.00804918652112182,103816217,471715413,OK
2026-07-03T15:22:16.050109+00:00,23220.654727799993,60,1434.2279686759534,-0.020869011412370665,104134311,478849641,OK
2026-07-03T15:23:16.334751+00:00,23280.939322299993,60,1434.5994802409516,0.005028826471112691,106013354,475837095,OK
2026-07-03T15:24:16.648359+00:00,23341.25295689999,60,1434.4186201824496,-0.007578814625353332,104596075,475212836,OK
2026-07-03T15:25:16.956226+00:00,23401.56083219999,60,1434.4216092860217,-0.0073704460925193525,104851877,476359087,OK
2026-07-03T15:26:17.239095+00:00,23461.843762300006,60,1434.4276001067603,-0.006952829741120585,106867333,485252876,OK
2026-07-03T15:27:17.521833+00:00,23522.1264256,60,1434.4303442975586,-0.006761533923951347,105368595,478571214,OK
2026-07-03T15:28:17.828107+00:00,23582.432688,60,1434.4297081525174,-0.006805879195268611,105618934,479853067,OK
2026-07-03T15:29:18.107121+00:00,23642.711687300005,60,1434.4289966996987,-0.00685547412445998,107639567,488718471,OK
2026-07-03T15:30:18.390963+00:00,23702.9955393,60,1434.4318425668728,-0.00665709051098499,106131513,482329501,OK
2026-07-03T15:31:18.700019+00:00,23763.304570700013,60,1434.4322215340535,-0.006630672946811548,106388628,483347466,OK
2026-07-03T15:32:19.012450+00:00,23823.61705619999,60,1434.4310718160582,-0.006710819066231145,106641414,490091827,OK
2026-07-03T15:33:19.306676+00:00,23883.911266599986,60,1434.4327738927734,-0.006592168367332422,108681847,488076779,OK
2026-07-03T15:34:19.631990+00:00,23944.236536699987,60,1434.4332488049035,-0.006559062540990053,107153692,486854217,OK
2026-07-03T15:35:19.932911+00:00,24004.53752360001,60,1434.435444553851,-0.0064059982608065625,107406639,487996250,OK
2026-07-03T15:36:20.219822+00:00,24064.824428699998,60,1434.4355076716308,-0.0064015983600189995,109458864,497101455,OK
2026-07-03T15:37:20.499541+00:00,24125.104148399987,60,1434.4342216851771,-0.006491243668095239,107922254,490370927,OK
2026-07-03T15:38:20.800683+00:00,24185.40530089999,60,1434.4310268646325,-0.006713952601887291,108178923,491542914,OK
